scenario_id,scenario_family,condition,scenario_stratum,repetition,latency_seconds,log_latency
EVAL-004,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,4,58.364977764998912,4.0667160141399163
EVAL-005,EVAL-KEV-A-03,qwen_fixed_team,recent_kev_0_30,4,78.076228859004914,4.3576856425138013
EVAL-006,EVAL-KEV-A-03,qwen_fixed_team,recent_kev_0_30,4,61.74558950199571,4.1230225478882998
EVAL-007,EVAL-KEV-B-01,qwen_fixed_team,recent_kev_31_60,4,68.178600471008394,4.22213073952648
EVAL-008,EVAL-KEV-B-01,qwen_fixed_team,recent_kev_31_60,4,81.81294185398292,4.4044354444681595
EVAL-009,EVAL-KEV-B-02,qwen_fixed_team,recent_kev_31_60,4,63.74538089500129,4.1548967248644333
EVAL-010,EVAL-KEV-B-02,qwen_fixed_team,recent_kev_31_60,4,69.364233610991505,4.2393713688302839
EVAL-011,EVAL-KEV-B-03,qwen_fixed_team,recent_kev_31_60,4,27.972283596995112,3.3312141483929389
EVAL-012,EVAL-KEV-B-03,qwen_fixed_team,recent_kev_31_60,4,28.502531364007154,3.3499929031200857
EVAL-013,EVAL-KEV-C-01,qwen_fixed_team,recent_kev_61_90,4,57.747670685006597,4.0560830141296869
EVAL-014,EVAL-KEV-C-01,qwen_fixed_team,recent_kev_61_90,4,53.770703232003143,3.9847287692557427
EVAL-015,EVAL-KEV-C-02,qwen_fixed_team,recent_kev_61_90,4,55.660275019996334,4.0192666971562589
EVAL-016,EVAL-KEV-C-02,qwen_fixed_team,recent_kev_61_90,4,52.61050471499766,3.9629158092149965
EVAL-017,EVAL-KEV-C-03,qwen_fixed_team,recent_kev_61_90,4,57.651067517988849,4.0544087637680644
EVAL-018,EVAL-KEV-C-03,qwen_fixed_team,recent_kev_61_90,4,57.032009565999033,4.0436126815456932
EVAL-019,EVAL-CVE-01,qwen_fixed_team,other_cve,4,66.438379644991073,4.1962748962025289
EVAL-020,EVAL-CVE-01,qwen_fixed_team,other_cve,4,78.585817516999668,4.3641912444391204
EVAL-021,EVAL-CVE-02,qwen_fixed_team,other_cve,4,77.381406369000615,4.3487465239456737
EVAL-022,EVAL-CVE-02,qwen_fixed_team,other_cve,4,28.875652866001474,3.3629987786643269
EVAL-023,EVAL-CVE-03,qwen_fixed_team,other_cve,4,28.027821401999972,3.3331976383601121
EVAL-024,EVAL-CVE-03,qwen_fixed_team,other_cve,4,27.324638459998823,3.3077888028679827
EVAL-025,EVAL-CVE-04,qwen_fixed_team,other_cve,4,53.869819037994603,3.9865703774515042
EVAL-026,EVAL-CVE-04,qwen_fixed_team,other_cve,4,43.538926375011215,3.773655397142508
EVAL-027,EVAL-CVE-05,qwen_fixed_team,other_cve,4,53.169641571999819,3.9734875863236891
EVAL-028,EVAL-CVE-05,qwen_fixed_team,other_cve,4,43.911985027007177,3.7821872902702842
EVAL-029,EVAL-MIS-01,qwen_fixed_team,synthetic_misconfiguration,4,27.245614027000556,3.3048925550173127
EVAL-030,EVAL-MIS-01,qwen_fixed_team,synthetic_misconfiguration,4,28.575819364006747,3.3525608834257454
EVAL-031,EVAL-MIS-02,qwen_fixed_team,synthetic_misconfiguration,4,27.337379614997189,3.3082549823351082
EVAL-032,EVAL-MIS-02,qwen_fixed_team,synthetic_misconfiguration,4,28.952416050997272,3.3656536565297439
EVAL-033,EVAL-MIS-03,qwen_fixed_team,synthetic_misconfiguration,4,30.377037254002062,3.4136869695022174
EVAL-034,EVAL-MIS-03,qwen_fixed_team,synthetic_misconfiguration,4,27.220408364009927,3.3039669994623631
EVAL-035,EVAL-MIS-04,qwen_fixed_team,synthetic_misconfiguration,4,27.941047189000528,3.3300968330477398
EVAL-036,EVAL-MIS-04,qwen_fixed_team,synthetic_misconfiguration,4,28.12788491298852,3.3367614299481971
EVAL-037,EVAL-MIS-05,qwen_fixed_team,synthetic_misconfiguration,4,60.966230355996231,4.1103201101584803
EVAL-038,EVAL-MIS-05,qwen_fixed_team,synthetic_misconfiguration,4,28.50222688800568,3.3499822206433656
EVAL-039,EVAL-MIS-06,qwen_fixed_team,synthetic_misconfiguration,4,28.438453623988607,3.3477422301792847
EVAL-040,EVAL-MIS-06,qwen_fixed_team,synthetic_misconfiguration,4,28.309898457002419,3.3432115122930175
EVAL-041,EVAL-CLN-01,qwen_fixed_team,clean_control,4,28.172138627989625,3.3383334976430867
EVAL-042,EVAL-CLN-01,qwen_fixed_team,clean_control,4,27.380449806994875,3.3098292480305047
EVAL-043,EVAL-CLN-02,qwen_fixed_team,clean_control,4,28.109627101002843,3.336112119124397
EVAL-044,EVAL-CLN-02,qwen_fixed_team,clean_control,4,28.294948138995096,3.3426832777246362
EVAL-045,EVAL-CLN-03,qwen_fixed_team,clean_control,4,27.487181130003592,3.3137197552680209
EVAL-046,EVAL-CLN-03,qwen_fixed_team,clean_control,4,27.902019262000977,3.3286990611904912
EVAL-047,EVAL-CLN-04,qwen_fixed_team,clean_control,4,27.170369494000624,3.3021270226833139
EVAL-048,EVAL-CLN-04,qwen_fixed_team,clean_control,4,27.163149698004418,3.3018612642290091
EVAL-049,EVAL-KEV-A-04,qwen_fixed_team,recent_kev_0_30,4,63.143337013993005,4.1454073327626269
EVAL-050,EVAL-KEV-A-04,qwen_fixed_team,recent_kev_0_30,4,58.102151857987337,4.0622027003146464
EVAL-051,EVAL-KEV-B-04,qwen_fixed_team,recent_kev_31_60,4,55.403380916999595,4.0146406192738073
EVAL-052,EVAL-KEV-B-04,qwen_fixed_team,recent_kev_31_60,4,58.765634490991943,4.0735572366164972
EVAL-053,EVAL-KEV-C-04,qwen_fixed_team,recent_kev_61_90,4,27.850554386990552,3.3268528723507709
EVAL-054,EVAL-KEV-C-04,qwen_fixed_team,recent_kev_61_90,4,27.082589904988708,3.2988910825030331
EVAL-055,EVAL-CVE-06,qwen_fixed_team,other_cve,4,29.902913411991904,3.3979559141779729
EVAL-056,EVAL-CVE-06,qwen_fixed_team,other_cve,4,77.66004401299142,4.3523408910428847
EVAL-057,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,4,27.906303108000429,3.3288525811612031
EVAL-058,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,4,28.162097173000802,3.33797700198987
EVAL-059,EVAL-CLN-05,qwen_fixed_team,clean_control,4,27.102350779990957,3.2996204687726687
EVAL-060,EVAL-CLN-05,qwen_fixed_team,clean_control,4,28.261817433012766,3.3415116863354566
EVAL-001,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,5,59.435331766013405,4.0848888604143738
EVAL-002,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,5,55.011782092013163,4.007547382145459
EVAL-003,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,5,60.321870868006954,4.0996947389350193
EVAL-004,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,5,57.811631808006496,4.0571899977848593
